ATC;Bezeichnung
N04BC09;N04BC09 Rotigotin
N04BD01;N04BD01 Selegilin
N04BD02;N04BD02 Rasagilin
N04BX01;N04BX01 Tolcapon
N04BX02;N04BX02 Entacapon
N04BX03;N04BX03 Budipin
N05AA01;N05AA01 Chlorpromazin
N05AA02;N05AA02 Levomepromazin
N05AA03;N05AA03 Promazin
N05AA04;N05AA04 Acepromazin
N05AA05;N05AA05 Triflupromazin
N05AA06;N05AA06 Cyamemazin
N05AA07;N05AA07 Chlorproethazin
N05AB01;N05AB01 Dixyrazin
N05AB02;N05AB02 Fluphenazin
N05AB03;N05AB03 Perphenazin
N05AB04;N05AB04 Prochlorperazin
N05AB05;N05AB05 Thiopropazat
N05AB06;N05AB06 Trifluoperazin
N05AB07;N05AB07 Acetophenazin
N05AB08;N05AB08 Thioproperazin
N05AB09;N05AB09 Butaperazin
N05AB10;N05AB10 Perazin
N05AC01;N05AC01 Periciazin
N05AC02;N05AC02 Thioridazin
N05AC03;N05AC03 Mesoridazin
N05AC04;N05AC04 Pipotiazin
N05AD01;N05AD01 Haloperidol
N05AD02;N05AD02 Trifluperidol
N05AD03;N05AD03 Melperon
N05AD04;N05AD04 Moperon
N05AD05;N05AD05 Pipamperon
N05AD06;N05AD06 Bromperidol
N05AD07;N05AD07 Benperidol
N05AD08;N05AD08 Droperidol
N05AD09;N05AD09 Fluanison
N05AE01;N05AE01 Oxypertin
N05AE02;N05AE02 Molindon
N05AE03;N05AE03 Sertindol
N05AE04;N05AE04 Ziprasidon
N05AF01;N05AF01 Flupentixol
N05AF02;N05AF02 Clopenthixol
N05AF03;N05AF03 Chlorprothixen
N05AF04;N05AF04 Tiotixen
N05AF05;N05AF05 Zuclopenthixol
N05AG01;N05AG01 Fluspirilen
N05AG02;N05AG02 Pimozid
N05AG03;N05AG03 Penfluridol
N05AH01;N05AH01 Loxapin
N05AH02;N05AH02 Clozapin
N05AH03;N05AH03 Olanzapin
N05AH04;N05AH04 Quetiapin
N05AH05;N05AH05 Asenapin
N05AH06;N05AH06 Clotiapin
N05AL01;N05AL01 Sulpirid
N05AL02;N05AL02 Sultoprid
N05AL03;N05AL03 Tiaprid
N05AL04;N05AL04 Remoxiprid
N05AL05;N05AL05 Amisulprid
N05AL06;N05AL06 Veraliprid
N05AL07;N05AL07 Levosulpirid
N05AN01;N05AN01 Lithium
N05AX07;N05AX07 Prothipendyl
N05AX08;N05AX08 Risperidon
N05AX10;N05AX10 Mosapramin
N05AX11;N05AX11 Zotepin
N05AX12;N05AX12 Aripiprazol
N05AX13;N05AX13 Paliperidon
N05AX14;N05AX14 Iloperidon
N05BA01;N05BA01 Diazepam
N05BA02;N05BA02 Chlordiazepoxid
N05BA03;N05BA03 Medazepam
N05BA04;N05BA04 Oxazepam
N05BA05;N05BA05 Dikaliumclorazepat
N05BA06;N05BA06 Lorazepam
N05BA07;N05BA07 Adinazolam
N05BA08;N05BA08 Bromazepam
N05BA09;N05BA09 Clobazam
N05BA10;N05BA10 Ketazolam
N05BA11;N05BA11 Prazepam
N05BA12;N05BA12 Alprazolam
N05BA13;N05BA13 Halazepam
N05BA14;N05BA14 Pinazepam
N05BA15;N05BA15 Camazepam
N05BA16;N05BA16 Nordazepam
N05BA17;N05BA17 Fludiazepam
N05BA18;N05BA18 Ethylloflazepat
N05BA19;N05BA19 Etizolam
N05BA21;N05BA21 Clotiazepam
N05BA22;N05BA22 Cloxazolam
N05BA23;N05BA23 Tofisopam
N05BA56;N05BA56 Lorazepam, Kombinationen
N05BB01;N05BB01 Hydroxyzin
N05BB02;N05BB02 Captodiam
N05BB51;N05BB51 Hydroxyzin, Kombinationen
N05BC01;N05BC01 Meprobamat
N05BC03;N05BC03 Emylcamat
N05BC04;N05BC04 Mebutamat
N05BC51;N05BC51 Meprobamat, Kombinationen
N05BD01;N05BD01 Benzoctamin
N05BE01;N05BE01 Buspiron
N05BX01;N05BX01 Mephenoxalon
N05BX02;N05BX02 Gedocarnil
N05BX03;N05BX03 Etifoxin
N05CA01;N05CA01 Pentobarbital
N05CA02;N05CA02 Amobarbital
N05CA03;N05CA03 Butobarbital
N05CA04;N05CA04 Barbital
N05CA05;N05CA05 Aprobarbital
N05CA06;N05CA06 Secobarbital
N05CA07;N05CA07 Talbutal
N05CA08;N05CA08 Vinylbital
N05CA09;N05CA09 Vinbarbital
N05CA10;N05CA10 Cyclobarbital
N05CA11;N05CA11 Heptabarbital
N05CA12;N05CA12 Reposal
N05CA15;N05CA15 Methohexital
N05CA16;N05CA16 Hexobarbital
N05CA19;N05CA19 Thiopental
N05CA20;N05CA20 Etallobarbital
N05CA21;N05CA21 Allobarbital
N05CA22;N05CA22 Proxibarbal
N05CB01;N05CB01 Kombinationen von Barbituraten
N05CB02;N05CB02 Barbiturate in Kombination mit anderen Mitteln
N05CC01;N05CC01 Chloralhydrat
N05CC02;N05CC02 Chloralodol
N05CC03;N05CC03 Acetylglycinamidchloralhydrat
N05CC04;N05CC04 Dichloralphenazon
N05CC05;N05CC05 Paraldehyd
N05CD01;N05CD01 Flurazepam
N05CD02;N05CD02 Nitrazepam
N05CD03;N05CD03 Flunitrazepam
N05CD04;N05CD04 Estazolam
N05CD05;N05CD05 Triazolam
N05CD06;N05CD06 Lormetazepam
N05CD07;N05CD07 Temazepam
N05CD08;N05CD08 Midazolam
N05CD09;N05CD09 Brotizolam
N05CD10;N05CD10 Quazepam
N05CD11;N05CD11 Loprazolam
N05CD12;N05CD12 Doxefazepam
N05CD13;N05CD13 Cinolazepam
N05CE01;N05CE01 Glutethimid
N05CE02;N05CE02 Methyprylon
N05CE03;N05CE03 Pyrithyldion
N05CF01;N05CF01 Zopiclon
N05CF02;N05CF02 Zolpidem
N05CF03;N05CF03 Zaleplon
N05CF04;N05CF04 Eszopiclon
N05CH01;N05CH01 Melatonin
N05CH02;N05CH02 Ramelteon
N05CM01;N05CM01 Methaqualon
N05CM02;N05CM02 Clomethiazol
N05CM03;N05CM03 Bromisoval
N05CM04;N05CM04 Carbromal
N05CM05;N05CM05 Scopolamin
N05CM06;N05CM06 Propiomazin
N05CM07;N05CM07 Triclofos
N05CM08;N05CM08 Ethchlorvynol
N05CM09;N05CM09 Baldrianwurzel
N05CM10;N05CM10 Hexapropymate
N05CM11;N05CM11 Bromide
N05CM12;N05CM12 Apronal
N05CM13;N05CM13 Valnoctamid
N05CM15;N05CM15 Methylpentynol
N05CM16;N05CM16 Niaprazin
N05CM18;N05CM18 Dexmedetomidin
N05CX01;N05CX01 Meprobamat, Kombinationen
N05CX02;N05CX02 Methaqualon, Kombinationen
N05CX03;N05CX03 Methylpentynol, Kombinationen
N05CX04;N05CX04 Clomethiazol, Kombinationen
N05CX05;N05CX05 Emepronium, Kombinationen
N05CX06;N05CX06 Dipiperonylaminoethanol, Kombinationen
N06AA01;N06AA01 Desipramin
N06AA02;N06AA02 Imipramin
N06AA03;N06AA03 Imipraminoxid
N06AA04;N06AA04 Clomipramin
N06AA05;N06AA05 Opipramol
N06AA06;N06AA06 Trimipramin
N06AA07;N06AA07 Lofepramin
N06AA08;N06AA08 Dibenzepin
N06AA09;N06AA09 Amitriptylin
N06AA10;N06AA10 Nortriptylin
N06AA11;N06AA11 Protriptylin
N06AA12;N06AA12 Doxepin
N06AA13;N06AA13 Iprindol
N06AA14;N06AA14 Melitracen
N06AA15;N06AA15 Butriptylin
N06AA16;N06AA16 Dosulepin
N06AA17;N06AA17 Amoxapin
N06AA18;N06AA18 Dimetacrin
N06AA19;N06AA19 Amineptin
N06AA21;N06AA21 Maprotilin
N06AA23;N06AA23 Quinupramin
N06AB02;N06AB02 Zimeldin
N06AB03;N06AB03 Fluoxetin
N06AB04;N06AB04 Citalopram
N06AB05;N06AB05 Paroxetin
N06AB06;N06AB06 Sertralin
N06AB07;N06AB07 Alaproclat
N06AB08;N06AB08 Fluvoxamin
N06AB09;N06AB09 Etoperidon
N06AB10;N06AB10 Escitalopram
N06AF01;N06AF01 Isocarboxazid
N06AF02;N06AF02 Nialamid
N06AF03;N06AF03 Phenelzin
N06AF04;N06AF04 Tranylcypromin
N06AF05;N06AF05 Iproniazid
N06AF06;N06AF06 Iproclozid
N06AG02;N06AG02 Moclobemid
N06AG03;N06AG03 Toloxaton
N06AX01;N06AX01 Oxitriptan
N06AX02;N06AX02 Tryptophan
N06AX03;N06AX03 Mianserin
N06AX04;N06AX04 Nomifensin
N06AX05;N06AX05 Trazodon
N06AX06;N06AX06 Nefazodon
N06AX07;N06AX07 Minaprin
N06AX08;N06AX08 Bifemelan
N06AX09;N06AX09 Viloxazin
N06AX10;N06AX10 Oxaflozan
N06AX11;N06AX11 Mirtazapin
N06AX12;N06AX12 Bupropion
N06AX13;N06AX13 Medifoxamin
N06AX14;N06AX14 Tianeptin
N06AX15;N06AX15 Pivagabin
N06AX16;N06AX16 Venlafaxin
N06AX17;N06AX17 Milnacipran
N06AX18;N06AX18 Reboxetin
N06AX19;N06AX19 Gepiron
N06AX21;N06AX21 Duloxetin
N06AX22;N06AX22 Agomelatin
N06AX23;N06AX23 Desvenlafaxin
N06AX24;N06AX24 Vilazodon
N06AX25;N06AX25 Johanniskraut
N06BA01;N06BA01 Amfetamin
N06BA02;N06BA02 Dexamfetamin
N06BA03;N06BA03 Metamfetamin
N06BA04;N06BA04 Methylphenidat
N06BA05;N06BA05 Pemolin
N06BA06;N06BA06 Fencamfamin
N06BA07;N06BA07 Modafinil
N06BA08;N06BA08 Fenozolon
N06BA09;N06BA09 Atomoxetin
N06BA10;N06BA10 Fenetyllin
N06BA11;N06BA11 Dexmethylphenidat
N06BA12;N06BA12 Lisdexamfetamin
N06BC01;N06BC01 Coffein
N06BC02;N06BC02 Propentofyllin
N06BX01;N06BX01 Meclofenoxat
N06BX02;N06BX02 Pyritinol
N06BX03;N06BX03 Piracetam
N06BX04;N06BX04 Deanol
N06BX05;N06BX05 Fipexid
N06BX06;N06BX06 Citicolin
N06BX07;N06BX07 Oxiracetam
N06BX08;N06BX08 Pirisudanol
N06BX09;N06BX09 Linopirdin
N06BX10;N06BX10 Nizofenon
N06BX11;N06BX11 Aniracetam
N06BX12;N06BX12 Acetylcarnitin
N06BX13;N06BX13 Idebenon
N06BX14;N06BX14 Prolintan
N06BX15;N06BX15 Pipradrol
N06BX16;N06BX16 Pramiracetam
N06BX17;N06BX17 Adrafinil
N06BX18;N06BX18 Vinpocetin
N06CA01;N06CA01 Amitriptylin und Psycholeptika
N06CA02;N06CA02 Melitracen und Psycholeptika
N06DA01;N06DA01 Tacrin
N06DA02;N06DA02 Donepezil
N06DA03;N06DA03 Rivastigmin
N06DA04;N06DA04 Galantamin
N06DA52;N06DA52 Donepezil und Memantin
N06DX01;N06DX01 Memantin
N06DX02;N06DX02 Ginkgoblätter
N07AA01;N07AA01 Neostigmin
N07AA02;N07AA02 Pyridostigmin
N07AA03;N07AA03 Distigmin
N07AA30;N07AA30 Ambenonium
N07AA51;N07AA51 Neostigmin, Kombinationen
N07AB01;N07AB01 Carbachol
N07AB02;N07AB02 Bethanechol
N07AX01;N07AX01 Pilocarpin
N07AX02;N07AX02 Cholinalfoscerat
N07AX03;N07AX03 Cevimelin
N07BA01;N07BA01 Nicotin
N07BA03;N07BA03 Vareniclin
N07BB01;N07BB01 Disulfiram
N07BB02;N07BB02 Calcium carbimid
N07BB03;N07BB03 Acamprosat
N07BB04;N07BB04 Naltrexon
N07BC01;N07BC01 Buprenorphin
N07BC02;N07BC02 Methadon
N07BC03;N07BC03 Levacetylmethadol
N07BC04;N07BC04 Lofexidin
N07BC05;N07BC05 Levomethadon
N07BC51;N07BC51 Buprenorphin, Kombinationen
N07CA01;N07CA01 Betahistin
N07CA02;N07CA02 Cinnarizin
N07CA03;N07CA03 Flunarizin
N07CA04;N07CA04 Acetylleucin
N07CA52;N07CA52 Cinnarizin, Kombinationen
N07XX01;N07XX01 Tirilazad
N07XX02;N07XX02 Riluzol
N07XX03;N07XX03 Xaliproden
N07XX04;N07XX04 Natriumoxybat
N07XX05;N07XX05 Amifampridin
N07XX06;N07XX06 Tetrabenazin
N07XX07;N07XX07 Fampridin
N07XX08;N07XX08 Tafamidis
P01AA01;P01AA01 Broxychinolin
P01AA02;P01AA02 Clioquinol
P01AA04;P01AA04 Chlorquinaldol
P01AA05;P01AA05 Tilbroquinol
P01AA52;P01AA52 Clioquinol, Kombinationen
P01AB01;P01AB01 Metronidazol
P01AB02;P01AB02 Tinidazol
P01AB03;P01AB03 Ornidazol
P01AB04;P01AB04 Azanidazol
P01AB05;P01AB05 Propenidazol
P01AB06;P01AB06 Nimorazol
P01AB07;P01AB07 Secnidazol
P01AC01;P01AC01 Diloxanid
P01AC02;P01AC02 Clefamid
P01AC03;P01AC03 Etofamid
P01AC04;P01AC04 Teclosan
P01AR01;P01AR01 Arsthinol
P01AR02;P01AR02 Difetarson
P01AR03;P01AR03 Glycobiarsol
P01AR53;P01AR53 Glycobiarsol, Kombinationen
P01AX01;P01AX01 Chiniofon
P01AX02;P01AX02 Emetin
P01AX04;P01AX04 Phanquinon
P01AX05;P01AX05 Mepacrin
P01AX06;P01AX06 Atovaquon
P01AX07;P01AX07 Trimetrexat
P01AX08;P01AX08 Tenonitrozol
P01AX09;P01AX09 Dehydroemetin
P01AX10;P01AX10 Fumagillin
P01AX11;P01AX11 Nitazoxanid
P01AX52;P01AX52 Emetin, Kombinationen
P01BA01;P01BA01 Chloroquin
P01BA02;P01BA02 Hydroxychloroquin
P01BA03;P01BA03 Primaquin
P01BA06;P01BA06 Amodiaquin
P01BB01;P01BB01 Proguanil
P01BB02;P01BB02 Cycloguanilembonat
P01BB51;P01BB51 Proguanil, Kombinationen
P01BC01;P01BC01 Chinin
P01BC02;P01BC02 Mefloquin
P01BD01;P01BD01 Pyrimethamin
P01BD51;P01BD51 Pyrimethamin, Kombinationen
P01BE01;P01BE01 Artemisinin
P01BE02;P01BE02 Artemether
P01BE03;P01BE03 Artesunat
P01BE04;P01BE04 Artemotil
P01BE05;P01BE05 Artenimol
P01BF01;P01BF01 Artemether und Lumefantrin
P01BF02;P01BF02 Artesunat und Mefloquin
P01BF03;P01BF03 Artesunat und Amodiaquin
P01BF04;P01BF04 Artesunat, Sulfamethopyrazin und Pyrimethamin
P01BF05;P01BF05 Artenimol und Piperaquin
P01BF06;P01BF06 Artesunat und Pyronaridin
P01BX01;P01BX01 Halofantrin
P01CA02;P01CA02 Benznidazol
P01CB01;P01CB01 Megluminantimonat
P01CB02;P01CB02 Natriumstibogluconat
P01CC01;P01CC01 Nifurtimox
P01CC02;P01CC02 Nitrofural
P01CD01;P01CD01 Melarsoprol
P01CD02;P01CD02 Acetarsol
P01CX01;P01CX01 Pentamidin isetionat
P01CX02;P01CX02 Suramin natrium
P01CX03;P01CX03 Eflornithin
P02BA01;P02BA01 Praziquantel
P02BA02;P02BA02 Oxamniquin
P02BB01;P02BB01 Metrifonat
P02BX01;P02BX01 Bithionol
P02BX02;P02BX02 Niridazol
P02BX03;P02BX03 Stibophen
P02BX04;P02BX04 Triclabendazol
P02CA01;P02CA01 Mebendazol
P02CA02;P02CA02 Tiabendazol
P02CA03;P02CA03 Albendazol
P02CA04;P02CA04 Ciclobendazol
P02CA05;P02CA05 Flubendazol
P02CA06;P02CA06 Fenbendazol
P02CA51;P02CA51 Mebendazol, Kombinationen
P02CB01;P02CB01 Piperazin
P02CB02;P02CB02 Diethylcarbamazin
P02CC01;P02CC01 Pyrantel
P02CC02;P02CC02 Oxantel
P02CE01;P02CE01 Levamisol
P02CF01;P02CF01 Ivermectin
P02CX01;P02CX01 Pyrvinium
P02CX02;P02CX02 Bephenium
P02DA01;P02DA01 Niclosamid
P02DX01;P02DX01 Desaspidin
P02DX02;P02DX02 Dichlorophen
P03AA01;P03AA01 Dixanthogen
P03AA02;P03AA02 Kaliumpolysulfid
P03AA03;P03AA03 Mesulfen
P03AA04;P03AA04 Disulfiram
P03AA05;P03AA05 Thiram
P03AA54;P03AA54 Disulfiram, Kombinationen
P03AB01;P03AB01 Clofenotan
P03AB02;P03AB02 Lindan
P03AB51;P03AB51 Clofenotan, Kombinationen
P03AC01;P03AC01 Pyrethrum
P03AC02;P03AC02 Bioallethrin
P03AC03;P03AC03 Phenothrin
P03AC04;P03AC04 Permethrin
P03AC51;P03AC51 Pyrethrum, Kombinationen
P03AC52;P03AC52 Bioallethrin, Kombinationen
P03AC53;P03AC53 Phenothrin, Kombinationen
P03AC54;P03AC54 Permethrin, Kombinationen
P03AX01;P03AX01 Benzylbenzoat
P03AX02;P03AX02 Kupferoleat
P03AX03;P03AX03 Malathion
P03AX04;P03AX04 Quassia
P03AX05;P03AX05 Dimeticon
P03BA01;P03BA01 Cyfluthrin
P03BA02;P03BA02 Cypermethrin
P03BA03;P03BA03 Decamethrin
P03BA04;P03BA04 Tetramethrin
P03BX01;P03BX01 Diethyltoluamid
P03BX02;P03BX02 Dimethylphthalat
P03BX03;P03BX03 Dibutylphthalat
P03BX04;P03BX04 Dibutylsuccinat
P03BX05;P03BX05 Dimethylcarbat
P03BX06;P03BX06 Etohexadiol
R01AA02;R01AA02 Cyclopentamin
R01AA03;R01AA03 Ephedrin
R01AA04;R01AA04 Phenylephrin
R01AA05;R01AA05 Oxymetazolin
R01AA06;R01AA06 Tetryzolin
R01AA07;R01AA07 Xylometazolin
R01AA08;R01AA08 Naphazolin
R01AA09;R01AA09 Tramazolin
R01AA10;R01AA10 Metizolin
R01AA11;R01AA11 Tuaminoheptan
R01AA12;R01AA12 Fenoxazolin
R01AA13;R01AA13 Tymazolin
R01AA14;R01AA14 Epinephrin
R01AB01;R01AB01 Phenylephrin
R01AB02;R01AB02 Naphazolin
R01AB03;R01AB03 Tetryzolin
R01AB05;R01AB05 Ephedrin
R01AB06;R01AB06 Xylometazolin
R01AB07;R01AB07 Oxymetazolin
R01AB08;R01AB08 Tuaminoheptan
R01AC01;R01AC01 Cromoglicinsäure
R01AC02;R01AC02 Levocabastin
R01AC03;R01AC03 Azelastin
R01AC04;R01AC04 Antazolin
R01AC05;R01AC05 Spagluminsäure
R01AC06;R01AC06 Thonzylamin
R01AC07;R01AC07 Nedocromil
R01AC08;R01AC08 Olopatadin
R01AC51;R01AC51 Cromoglicinsäure, Kombinationen
R01AD01;R01AD01 Beclometason
R01AD02;R01AD02 Prednisolon
R01AD03;R01AD03 Dexamethason
R01AD04;R01AD04 Flunisolid
R01AD05;R01AD05 Budesonid
R01AD06;R01AD06 Betamethason
R01AD07;R01AD07 Tixocortol
R01AD08;R01AD08 Fluticason
R01AD09;R01AD09 Mometason
R01AD11;R01AD11 Triamcinolon
R01AD12;R01AD12 Fluticason furoat
R01AD52;R01AD52 Prednisolon, Kombinationen
R01AD53;R01AD53 Dexamethason, Kombinationen
R01AD57;R01AD57 Tixocortol, Kombinationen
R01AD60;R01AD60 Hydrocortison, Kombinationen
R01AX01;R01AX01 Calciumhexaminthiocyanat
R01AX02;R01AX02 Retinol
R01AX03;R01AX03 Ipratropiumbromid
R01AX05;R01AX05 Ritiometan
R01AX06;R01AX06 Mupirocin
R01AX07;R01AX07 Hexamidin
R01AX08;R01AX08 Framycetin
R01AX09;R01AX09 Hyaluronsäure
R01AX10;R01AX10 Verschiedene
R01AX30;R01AX30 Kombinationen
R01BA01;R01BA01 Phenylpropanolamin
R01BA02;R01BA02 Pseudoephedrin
R01BA03;R01BA03 Phenylephrin
R01BA51;R01BA51 Phenylpropanolamin, Kombinationen
R01BA52;R01BA52 Pseudoephedrin, Kombinationen
R01BA53;R01BA53 Phenylephrin, Kombinationen
R02AA01;R02AA01 Ambazon
R02AA02;R02AA02 Dequalinium
R02AA03;R02AA03 Dichlorbenzylalkohol
R02AA05;R02AA05 Chlorhexidin
R02AA06;R02AA06 Cetylpyridinium
R02AA09;R02AA09 Benzethonium
R02AA10;R02AA10 Myristylbenzalkonium
R02AA11;R02AA11 Chlorquinaldol
R02AA12;R02AA12 Hexylresorcinol
R02AA13;R02AA13 Acriflaviniumchlorid
R02AA14;R02AA14 Oxychinolin
R02AA15;R02AA15 Povidon-Iod
R02AA16;R02AA16 Benzalkonium
R02AA17;R02AA17 Cetrimonium
R02AA18;R02AA18 Hexamidin
R02AA19;R02AA19 Phenol
R02AA20;R02AA20 Verschiedene
R02AB01;R02AB01 Neomycin
R02AB02;R02AB02 Tyrothricin
R02AB03;R02AB03 Fusafungin
R02AB04;R02AB04 Bacitracin
R02AB30;R02AB30 Gramicidin
R02AD01;R02AD01 Benzocain
R02AD02;R02AD02 Lidocain
R02AD03;R02AD03 Cocain
R02AD04;R02AD04 Dyclonin
R02AX01;R02AX01 Flurbiprofen
R03AA01;R03AA01 Epinephrin
R03AB02;R03AB02 Isoprenalin
R03AB03;R03AB03 Orciprenalin
R03AC02;R03AC02 Salbutamol
R03AC03;R03AC03 Terbutalin
R03AC04;R03AC04 Fenoterol
R03AC05;R03AC05 Rimiterol
R03AC06;R03AC06 Hexoprenalin
R03AC07;R03AC07 Isoetarin
R03AC08;R03AC08 Pirbuterol
R03AC09;R03AC09 Tretoquinol
R03AC10;R03AC10 Carbuterol
R03AC11;R03AC11 Tulobuterol
R03AC12;R03AC12 Salmeterol
R03AC13;R03AC13 Formoterol
R03AC14;R03AC14 Clenbuterol
R03AC15;R03AC15 Reproterol
R03AC16;R03AC16 Procaterol
R03AC17;R03AC17 Bitolterol
R03AC18;R03AC18 Indacaterol
R03AK01;R03AK01 Epinephrin und andere Mittel bei obstruktiven Atemwegserkrankungen
R03AK02;R03AK02 Isoprenalin und andere Mittel bei obstruktiven Atemwegserkrankungen
R03AK03;R03AK03 Fenoterol und andere Mittel bei obstruktiven Atemwegserkrankungen
R03AK04;R03AK04 Salbutamol und andere Mittel bei obstruktiven Atemwegserkrankungen
R03AK05;R03AK05 Reproterol und andere Mittel bei obstruktiven Atemwegserkrankungen
R03AK06;R03AK06 Salmeterol und andere Mittel bei obstruktiven Atemwegserkrankungen
R03AK07;R03AK07 Formoterol und andere Mittel bei obstruktiven Atemwegserkrankungen
R03BA01;R03BA01 Beclometason
R03BA02;R03BA02 Budesonid
R03BA03;R03BA03 Flunisolid
R03BA04;R03BA04 Betamethason
R03BA05;R03BA05 Fluticason
R03BA06;R03BA06 Triamcinolon
R03BA07;R03BA07 Mometason
R03BA08;R03BA08 Ciclesonid
R03BB01;R03BB01 Ipratropiumbromid
R03BB02;R03BB02 Oxitropiumbromid
R03BB03;R03BB03 Stechapfel-haltige Zubereitungen
R03BB04;R03BB04 Tiotropiumbromid
R03BC01;R03BC01 Cromoglicinsäure
R03BC03;R03BC03 Nedocromil
R03BX01;R03BX01 Fenspirid
R03CA02;R03CA02 Ephedrin
R03CB01;R03CB01 Isoprenalin
R03CB02;R03CB02 Methoxyphenamin
R03CB03;R03CB03 Orciprenalin
R03CB51;R03CB51 Isoprenalin, Kombinationen
R03CB53;R03CB53 Orciprenalin, Kombinationen
R03CC02;R03CC02 Salbutamol
R03CC03;R03CC03 Terbutalin
R03CC04;R03CC04 Fenoterol
R03CC05;R03CC05 Hexoprenalin
R03CC06;R03CC06 Isoetarin
R03CC07;R03CC07 Pirbuterol
R03CC08;R03CC08 Procaterol
R03CC09;R03CC09 Tretoquinol
R03CC10;R03CC10 Carbuterol
R03CC11;R03CC11 Tulobuterol
R03CC12;R03CC12 Bambuterol
R03CC13;R03CC13 Clenbuterol
R03CC14;R03CC14 Reproterol
R03CC53;R03CC53 Terbutalin, Kombinationen
R03DA01;R03DA01 Diprophyllin
R03DA02;R03DA02 Cholintheophyllinat
R03DA03;R03DA03 Proxyphyllin
R03DA04;R03DA04 Theophyllin
R03DA05;R03DA05 Aminophyllin
R03DA06;R03DA06 Etamiphyllin
R03DA07;R03DA07 Theobromin
R03DA08;R03DA08 Bamifyllin
R03DA09;R03DA09 Acefyllinpiperazin
R03DA10;R03DA10 Bufyllin
R03DA11;R03DA11 Doxofyllin
R03DA20;R03DA20 Kombinationen von Xanthinen
R03DA51;R03DA51 Diprophyllin, Kombinationen
R03DA54;R03DA54 Theophyllin, Kombinationen exkl. Psycholeptika
R03DA55;R03DA55 Aminophyllin, Kombinationen
R03DA57;R03DA57 Theobromin, Kombinationen
R03DA74;R03DA74 Theophyllin, Kombinationen mit Psycholeptika
R03DB01;R03DB01 Diprophyllin und Sympathomimetika
R03DB02;R03DB02 Cholintheophyllinat und Sympathomimetika
R03DB03;R03DB03 Proxyphyllin und Sympathomimetika
R03DB04;R03DB04 Theophyllin und Sympathomimetika
R03DB05;R03DB05 Aminophyllin und Sympathomimetika
R03DB06;R03DB06 Etamiphyllin und Sympathomimetika
R03DC01;R03DC01 Zafirlukast
R03DC02;R03DC02 Pranlukast
R03DC03;R03DC03 Montelukast
R03DC04;R03DC04 Ibudilast
R03DX01;R03DX01 Amlexanox
R03DX02;R03DX02 Eprozinol
R03DX03;R03DX03 Fenspirid
R03DX05;R03DX05 Omalizumab
R03DX06;R03DX06 Seratrodast
R03DX07;R03DX07 Roflumilast
R05CA01;R05CA01 Tyloxapol
R05CA02;R05CA02 Kaliumiodid
R05CA03;R05CA03 Guaifenesin
R05CA04;R05CA04 Ipecacuanha
R05CA05;R05CA05 Eibischwurzel
R05CA06;R05CA06 Senega
R05CA07;R05CA07 Antimonpentasulfid
R05CA08;R05CA08 Kreosot
R05CA09;R05CA09 Guajacolsulfonat
R05CA10;R05CA10 Kombinationen
R05CA11;R05CA11 Levoverbenon
R05CB01;R05CB01 Acetylcystein
R05CB02;R05CB02 Bromhexin
R05CB03;R05CB03 Carbocistein
R05CB04;R05CB04 Eprazinon
R05CB05;R05CB05 Mesna
R05CB06;R05CB06 Ambroxol
R05CB07;R05CB07 Sobrerol
R05CB08;R05CB08 Domiodol
R05CB09;R05CB09 Letostein
R05CB10;R05CB10 Kombinationen
R05CB11;R05CB11 Stepronin
R05CB12;R05CB12 Tiopronin
R05CB13;R05CB13 Dornase alfa (Desoxyribonuclease)
R05CB14;R05CB14 Neltenexin
R05CB15;R05CB15 Erdostein
R05CB16;R05CB16 Mannitol
R05DA01;R05DA01 Ethylmorphin
R05DA03;R05DA03 Hydrocodon
R05DA04;R05DA04 Codein
R05DA05;R05DA05 Opium-Alkaloide mit Morphin
R05DA06;R05DA06 Normethadon
R05DA07;R05DA07 Noscapin
R05DA08;R05DA08 Pholcodin
R05DA09;R05DA09 Dextromethorphan
R05DA10;R05DA10 Thebacon
R05DA11;R05DA11 Dimemorfan
R05DA12;R05DA12 Acetyldihydrocodein
R05DA20;R05DA20 Kombinationen
R05DB01;R05DB01 Benzonatat
R05DB02;R05DB02 Benproperin
R05DB03;R05DB03 Clobutinol
R05DB04;R05DB04 Isoaminil
R05DB05;R05DB05 Pentoxyverin
R05DB07;R05DB07 Oxolamin
R05DB09;R05DB09 Oxeladin
R05DB10;R05DB10 Clofedanol
R05DB11;R05DB11 Pipazetat
R05DB12;R05DB12 Bibenzoniumbromid
R05DB13;R05DB13 Butamirat
R05DB14;R05DB14 Fedrilat
R05DB15;R05DB15 Zipeprol
R05DB16;R05DB16 Dibunat
R05DB17;R05DB17 Droxypropin
R05DB18;R05DB18 Prenoxdiazin
R05DB19;R05DB19 Dropropizin
R05DB20;R05DB20 Kombinationen
R05DB21;R05DB21 Cloperastin
R05DB22;R05DB22 Meprotixol
R05DB23;R05DB23 Piperidion
R05DB24;R05DB24 Tipepidin
R05DB25;R05DB25 Morclofon
R05DB26;R05DB26 Nepinalon
R05DB27;R05DB27 Levodropropizin
R05DB28;R05DB28 Dimethoxanat
R05FA01;R05FA01 Opium-Derivate und Mukolytika
R05FA02;R05FA02 Opium-Derivate und Expektoranzien
R05FB01;R05FB01 Antitussiva und Mukolytika
R05FB02;R05FB02 Antitussiva und Expektoranzien
